userId,recommended_movies
306,"[Frozen River (2008), Visitor, The (2007), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), On the Beach (1959), The Book of Life (2014), Black Cat, White Cat (Crna macka, beli macor) (1998), Best Years of Our Lives, The (1946), Duchess, The (2008)]"
307,"[Reign Over Me (2007), Fubar (2002), The Artist (2011), Eva (2011), Paper Birds (Pájaros de papel) (2010), Saving Face (2004), Millennium Actress (Sennen joyû) (2001), Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017)]"
308,"[Doctor Who: The Time of the Doctor (2013), Submarine (2010), Day of the Doctor, The (2013), Doctor Who: The Doctor, the Widow and the Wardrobe (2011), Best Exotic Marigold Hotel, The (2011), Babylon 5, Left Behind: The Movie (2000), Harry Potter and the Deathly Hallows: Part 1 (2010), Harry Potter and the Deathly Hallows: Part 2 (2011), Harry Potter and the Chamber of Secrets (2002)]"
309,"[Seve (2014), The Big Bus (1976), Andalusian Dog, An (Chien andalou, Un) (1929), True Grit (1969), Bridge on the River Kwai, The (1957), On the Beach (1959), Man for All Seasons, A (1966), Victory (a.k.a. Escape to Victory) (1981), Jetée, La (1962), Lifeboat (1944)]"
310,"[Fury (1936), Producers, The (1968), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), After the Thin Man (1936), Wallace & Gromit: The Best of Aardman Animation (1996), Capturing the Friedmans (2003), Moby Dick (1956), It's a Wonderful Life (1946), Man Who Shot Liberty Valance, The (1962), High Noon (1952)]"
311,"[Room, The (2003), Dead Alive (Braindead) (1992), Melancholia (2011), Burnt by the Sun (Utomlyonnye solntsem) (1994), Opera (1987), Ikiru (1952), Skin I Live In, The (La piel que habito) (2011), Black Dynamite (2009), Visitor Q (Bizita Q) (2001), Inside Job (2010)]"
312,"[On the Beach (1959), The Artist (2011), Best of Youth, The (La meglio gioventù) (2003), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Rivers and Tides (2001), Captain Fantastic (2016), Man Who Shot Liberty Valance, The (1962), Saving Face (2004), Paths of Glory (1957), Three Billboards Outside Ebbing, Missouri (2017)]"
313,"[Stalker (1979), Come and See (Idi i smotri) (1985), Room, The (2003), Jetée, La (1962), Wings of Desire (Himmel über Berlin, Der) (1987), Black Dynamite (2009), Reform School Girls (1986), Bad Boy Bubby (1993), Incendies (2010), Ex Drummer (2007)]"
314,"[3-Iron (Bin-jip) (2004), Great Escape, The (1963), Stranger Than Paradise (1984), Miracle on 34th Street (1947), Dangerous Beauty (1998), Schindler's List (1993), Wallace & Gromit: The Best of Aardman Animation (1996), Sound of Music, The (1965), To Kill a Mockingbird (1962), Shall We Dance (1937)]"
315,"[Andalusian Dog, An (Chien andalou, Un) (1929), Come and See (Idi i smotri) (1985), Wallace & Gromit: The Best of Aardman Animation (1996), Jetée, La (1962), Hedwig and the Angry Inch (2000), Man Bites Dog (C'est arrivé près de chez vous) (1992), Great Escape, The (1963), Holy Mountain, The (Montaña sagrada, La) (1973), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Eddie Murphy Delirious (1983)]"
316,"[Cosmos, 7th Voyage of Sinbad, The (1958), On the Beach (1959), Black Mirror: White Christmas (2014), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
317,"[On the Beach (1959), Autumn Sonata (Höstsonaten) (1978), Crazy Heart (2009), Night on Earth (1991), Split (2017), Celebration, The (Festen) (1998), Louis C.K.: Hilarious (2010), Inside Job (2010), Cosmos, Best of Youth, The (La meglio gioventù) (2003)]"
318,"[De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996), Human Condition III, The (Ningen no joken III) (1961)]"
319,"[On the Beach (1959), Black Mirror: White Christmas (2014), Saving Face (2004), General, The (1926), North & South (2004), Emma (2009), Cosmos, Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Three Billboards Outside Ebbing, Missouri (2017), Bill Hicks: Revelations (1993)]"
320,"[Reign Over Me (2007), Three Billboards Outside Ebbing, Missouri (2017), Beautiful Thing (1996), The Artist (2011), Into the Woods (1991), Eva (2011), Paper Birds (Pájaros de papel) (2010), General, The (1926), Belle époque (1992), Chungking Express (Chung Hing sam lam) (1994)]"
321,"[Strictly Sexual (2008), Stranger Than Paradise (1984), Idiocracy (2006), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
322,"[Saving Face (2004), Waydowntown (2000), Lady Jane (1986), Crossing Delancey (1988), Band of Brothers (2001), My Sassy Girl (Yeopgijeogin geunyeo) (2001), Cosmos, Come and See (Idi i smotri) (1985), Charlie Brown Christmas, A (1965), Adam's Rib (1949)]"
323,"[Three Billboards Outside Ebbing, Missouri (2017), Victory (a.k.a. Escape to Victory) (1981), On the Beach (1959), Seve (2014), The Big Bus (1976), Afterglow (1997), Streetcar Named Desire, A (1951), Into the Woods (1991), Great Escape, The (1963), Moby Dick (1956)]"
324,"[Waydowntown (2000), Trekkies (1997), Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964), Tender Mercies (1983), Wild Parrots of Telegraph Hill, The (2003), Burnt by the Sun (Utomlyonnye solntsem) (1994), Gomorrah (Gomorra) (2008), New World, The (2005), Battle of Algiers, The (La battaglia di Algeri) (1966), Battlestar Galactica (2003)]"
325,"[Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Best of Youth, The (La meglio gioventù) (2003), Burnt by the Sun (Utomlyonnye solntsem) (1994), On the Beach (1959), Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Woman in the Dunes (Suna no onna) (1964), Jules and Jim (Jules et Jim) (1961), Kind Hearts and Coronets (1949), Jonah Who Will Be 25 in the Year 2000 (Jonas qui aura 25 ans en l'an 2000) (1976), Celebration, The (Festen) (1998)]"
326,"[Reign Over Me (2007), Chungking Express (Chung Hing sam lam) (1994), Truly, Madly, Deeply (1991), Autumn Sonata (Höstsonaten) (1978), Max Manus (2008), I Origins (2014), Before Sunset (2004), Magnum Force (1973), Charlie Brown Christmas, A (1965), It Happened One Night (1934)]"
327,"[A Quiet Place (2018), Sausage Party (2016), Easy Money (1983), Presumed Innocent (1990), Hard Candy (2005), Observe and Report (2009), Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008), Thief (1981), 8 Heads in a Duffel Bag (1997), Band of Brothers (2001)]"
328,"[Fury (1936), Lady Jane (1986), Crossing Delancey (1988), Yojimbo (1961), Burnt by the Sun (Utomlyonnye solntsem) (1994), Tale of Two Sisters, A (Janghwa, Hongryeon) (2003), Third Man, The (1949), Impostors, The (1998), Moby Dick (1956), Once Were Warriors (1994)]"
329,"[Angels and Insects (1995), Bug (2007), Topo, El (1970), Lost Highway (1997), Villain (1971), Bachelor Party (1984), Very Bad Things (1998), Phantom of the Paradise (1974), Million Dollar Hotel, The (2001), Unbearable Lightness of Being, The (1988)]"
330,"[The Artist (2011), Best of Youth, The (La meglio gioventù) (2003), Three Billboards Outside Ebbing, Missouri (2017), Belle époque (1992), Cosmos, On the Beach (1959), Rivers and Tides (2001), Saving Face (2004), Captain Fantastic (2016), De platte jungle (1978)]"
331,"[On the Beach (1959), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Cosmos, Rififi (Du rififi chez les hommes) (1955), Best of Youth, The (La meglio gioventù) (2003), Three Billboards Outside Ebbing, Missouri (2017), The Artist (2011), Pulp Fiction (1994), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Joint Security Area (Gongdong gyeongbi guyeok JSA) (2000)]"
332,"[Saving Face (2004), Lady Jane (1986), Crossing Delancey (1988), Adam's Rib (1949), On the Beach (1959), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Cosmos, Best of Youth, The (La meglio gioventù) (2003), Impostors, The (1998), Autumn Sonata (Höstsonaten) (1978)]"
333,"[Bossa Nova (2000), Titanic (1953), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Waydowntown (2000), Last Detail, The (1973), Saving Face (2004), Split (2017), Grand Day Out with Wallace and Gromit, A (1989), Citizen Ruth (1996), Come and See (Idi i smotri) (1985)]"
334,"[Saving Face (2004), Adam's Rib (1949), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), North & South (2004), Strictly Sexual (2008), Beautiful Thing (1996), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), On the Beach (1959)]"
335,"[Saving Face (2004), Submarine (2010), Paperman (2012), North & South (2004), Day of the Doctor, The (2013), Bill Hicks: Revelations (1993), Dylan Moran: Monster (2004), Eva (2011), Paper Birds (Pájaros de papel) (2010), Raiders of the Lost Ark: The Adaptation (1989)]"
336,"[Cosmos, Saving Face (2004), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
337,"[Easy Money (1983), 7th Voyage of Sinbad, The (1958), Sausage Party (2016), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
338,"[Kind Hearts and Coronets (1949), Hamlet (1996), Diabolique (Les diaboliques) (1955), Seventh Seal, The (Sjunde inseglet, Det) (1957), Priest (1994), Three Colors: Red (Trois couleurs: Rouge) (1994), Like Water for Chocolate (Como agua para chocolate) (1992), Three Colors: Blue (Trois couleurs: Bleu) (1993), All About My Mother (Todo sobre mi madre) (1999), Pride and Prejudice (1940)]"
339,"[Best of Youth, The (La meglio gioventù) (2003), Ex Drummer (2007), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
340,"[Saving Face (2004), Adam's Rib (1949), On the Beach (1959), Cosmos, Strictly Sexual (2008), Senna (2010), Andalusian Dog, An (Chien andalou, Un) (1929), Lady Jane (1986), Crossing Delancey (1988), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
341,"[Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996)]"
342,"[Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Dune (2000), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
343,"[Dangerous Beauty (1998), Stranger Than Paradise (1984), Chungking Express (Chung Hing sam lam) (1994), Saving Face (2004), Autumn Sonata (Höstsonaten) (1978), Reign Over Me (2007), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Lady Jane (1986), Crossing Delancey (1988), I, the Jury (1982)]"
344,"[Strictly Sexual (2008), Babes in Toyland (1934), True Grit (1969), Pride and Prejudice (1995), Raiders of the Lost Ark: The Adaptation (1989), Submarine (2010), Bill Cosby, Himself (1983), Jiro Dreams of Sushi (2011), Dear Zachary: A Letter to a Son About His Father (2008), Amazing Spider-Man, The (2012)]"
345,"[Cosmos, 7th Voyage of Sinbad, The (1958), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
346,"[Best of Youth, The (La meglio gioventù) (2003), Kind Hearts and Coronets (1949), Seventh Seal, The (Sjunde inseglet, Det) (1957), Hour of the Wolf (Vargtimmen) (1968), The Magician (1958), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), On the Beach (1959), All Watched Over by Machines of Loving Grace (2011), Last Tango in Paris (Ultimo tango a Parigi) (1972), Jetée, La (1962)]"
347,"[Strictly Sexual (2008), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Andalusian Dog, An (Chien andalou, Un) (1929), Saving Face (2004), Anne of Green Gables (1985), Come and See (Idi i smotri) (1985), Stranger Than Paradise (1984), Seve (2014), The Big Bus (1976), Adam's Rib (1949)]"
348,"[Cosmos, Three Billboards Outside Ebbing, Missouri (2017), Best of Youth, The (La meglio gioventù) (2003), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
349,"[Adam's Rib (1949), Saving Face (2004), Strictly Sexual (2008), General, The (1926), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Lady Jane (1986), Crossing Delancey (1988), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), On the Beach (1959), North & South (2004)]"
350,"[Saving Face (2004), Strictly Sexual (2008), Cosmos, Isle of Dogs (2018), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978)]"
351,"[Battlestar Galactica (2003), Cosmos, Charlie Brown Christmas, A (1965), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
352,"[Autumn Sonata (Höstsonaten) (1978), Cosmos, Reign Over Me (2007), Chungking Express (Chung Hing sam lam) (1994), On the Beach (1959), Saving Face (2004), Night on Earth (1991), Split (2017), De platte jungle (1978), Blue Planet II (2017)]"
353,"[Chungking Express (Chung Hing sam lam) (1994), Top Hat (1935), Autumn Sonata (Höstsonaten) (1978), Lady Jane (1986), Crossing Delancey (1988), It Happened One Night (1934), Three Colors: Red (Trois couleurs: Rouge) (1994), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Truly, Madly, Deeply (1991), Sanjuro (Tsubaki Sanjûrô) (1962)]"
354,"[Cosmos, On the Beach (1959), Saving Face (2004), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011)]"
355,"[Autumn Sonata (Höstsonaten) (1978), Saving Face (2004), Raiders of the Lost Ark: The Adaptation (1989), On the Beach (1959), Louis C.K.: Shameless (2007), Strictly Sexual (2008), Reign Over Me (2007), Imposter, The (2012), Spotlight (2015), Chungking Express (Chung Hing sam lam) (1994)]"
356,"[Saving Face (2004), On the Beach (1959), King of Hearts (1966), Belle époque (1992), Andalusian Dog, An (Chien andalou, Un) (1929), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Cosmos, Black Mirror: White Christmas (2014), Captain Fantastic (2016), Three Billboards Outside Ebbing, Missouri (2017)]"
357,"[Three Billboards Outside Ebbing, Missouri (2017), Into the Woods (1991), Saving Face (2004), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Cosmos, On the Beach (1959), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Beautiful Thing (1996)]"
358,"[Glory Road (2006), Thief (1981), Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Guess Who's Coming to Dinner (1967), Dangerous Beauty (1998), Affair to Remember, An (1957), Horse Whisperer, The (1998), Patton (1970)]"
359,"[Dallas Buyers Club (2013), Reign Over Me (2007), Three Billboards Outside Ebbing, Missouri (2017), 3-Iron (Bin-jip) (2004), Half Nelson (2006), Into the Woods (1991), Magnum Force (1973), Thief (1981), Gigantic (A Tale of Two Johns) (2002), Beautiful Thing (1996)]"
360,"[Waydowntown (2000), Tender Mercies (1983), Killing Fields, The (1984), Burnt by the Sun (Utomlyonnye solntsem) (1994), Charlie Brown Christmas, A (1965), Let It Ride (1989), Umbrellas of Cherbourg, The (Parapluies de Cherbourg, Les) (1964), Battlestar Galactica (2003), Swept Away (Travolti da un insolito destino nell'azzurro mare d'Agosto) (1975), Captain Fantastic (2016)]"
361,"[Strictly Sexual (2008), Minnie and Moskowitz (1971), She's Out of My League (2010), Center of the World, The (2001), Set It Off (1996), Black Dynamite (2009), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), Fired Up (2009), De platte jungle (1978), Blue Planet II (2017)]"
362,"[On the Beach (1959), Cosmos, Best of Youth, The (La meglio gioventù) (2003), Autumn Sonata (Höstsonaten) (1978), Saving Face (2004), Discreet Charm of the Bourgeoisie, The (Charme discret de la bourgeoisie, Le) (1972), Enter the Void (2009), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003)]"
363,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Captain Fantastic (2016), Incendies (2010), Mary and Max (2009), Deathgasm (2015), Bad Boy Bubby (1993), Dancer in the Dark (2000), Dallas Buyers Club (2013), Ex Drummer (2007)]"
364,"[Persuasion (1995), Sausage Party (2016), Come and See (Idi i smotri) (1985), Seve (2014), The Big Bus (1976), 3-Iron (Bin-jip) (2004), Boy in the Striped Pajamas, The (Boy in the Striped Pyjamas, The) (2008), Born Yesterday (1950), Victory (a.k.a. Escape to Victory) (1981), Shall We Dance (1937)]"
365,"[The Night Before (2015), The Interview (2014), Minnie and Moskowitz (1971), The Wedding Ringer (2015), Isle of Dogs (2018), Doctor Who: The Doctor, the Widow and the Wardrobe (2011), Neighbors 2: Sorority Rising (2016), Deadpool 2 (2018), Young Guns II (1990), The Jinx: The Life and Deaths of Robert Durst (2015)]"
366,"[On the Beach (1959), Best of Youth, The (La meglio gioventù) (2003), Autumn Sonata (Höstsonaten) (1978), Lady Jane (1986), Crossing Delancey (1988), Cosmos, Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Saving Face (2004), Three Billboards Outside Ebbing, Missouri (2017), Adam's Rib (1949)]"
367,"[Very Potter Sequel, A (2010), 12 Angry Men (1997), Mr. Skeffington (1944), Adam's Rib (1949), Strictly Sexual (2008), Babes in Toyland (1934), Beautiful Thing (1996), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Dear Zachary: A Letter to a Son About His Father (2008), Best Years of Our Lives, The (1946)]"
368,"[On the Beach (1959), Victory (a.k.a. Escape to Victory) (1981), Seve (2014), The Big Bus (1976), Black Mirror: White Christmas (2014), Last Tango in Paris (Ultimo tango a Parigi) (1972), Autumn Sonata (Höstsonaten) (1978), Three Billboards Outside Ebbing, Missouri (2017), Cosmos, Best of Youth, The (La meglio gioventù) (2003)]"
369,"[De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992), Summer's Tale, A (Conte d'été) (1996), Human Condition III, The (Ningen no joken III) (1961)]"
370,"[Stranger Than Paradise (1984), Cosmos, De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014), Connections (1978), Zeitgeist: Moving Forward (2011), Dream of Light (a.k.a. Quince Tree Sun, The) (Sol del membrillo, El) (1992)]"
371,"[Reign Over Me (2007), Three Billboards Outside Ebbing, Missouri (2017), Autumn Sonata (Höstsonaten) (1978), Cosmos, Imposter, The (2012), On the Beach (1959), Loving Vincent (2017), Bobik Visiting Barbos (1977), In the blue sea, in the white foam. (1984), On the Trail of the Bremen Town Musicians (1973)]"
372,"[Jetée, La (1962), Andalusian Dog, An (Chien andalou, Un) (1929), Come and See (Idi i smotri) (1985), Sausage Party (2016), Last Tango in Paris (Ultimo tango a Parigi) (1972), Split (2017), Black Mirror: White Christmas (2014), Saving Face (2004), World of Tomorrow (2015), Mary and Max (2009)]"
373,"[Seventh Seal, The (Sjunde inseglet, Det) (1957), Reign Over Me (2007), Open Hearts (Elsker dig for evigt) (2002), Kind Hearts and Coronets (1949), Before Sunset (2004), Dancer in the Dark (2000), Unbearable Lightness of Being, The (1988), Best of Youth, The (La meglio gioventù) (2003), The Artist (2011), Being There (1979)]"
374,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Sullivan's Travels (1941), Andalusian Dog, An (Chien andalou, Un) (1929), Frank (2014), World of Tomorrow (2015), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990), Louis C.K.: Shameless (2007), Room, The (2003), On the Beach (1959)]"
375,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Topo, El (1970), On the Beach (1959), Captain Fantastic (2016), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Bad Boy Bubby (1993), Night on Earth (1991), Seventh Seal, The (Sjunde inseglet, Det) (1957), Holy Mountain, The (Montaña sagrada, La) (1973)]"
376,"[Saving Face (2004), Adam's Rib (1949), On the Beach (1959), Charlie Brown Christmas, A (1965), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Split (2017), Cosmos, Last Detail, The (1973), Lincoln (2012), North & South (2004)]"
377,"[On the Beach (1959), Saving Face (2004), Come and See (Idi i smotri) (1985), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Cosmos, Jetée, La (1962), Battlestar Galactica (2003), Five Easy Pieces (1970), Band of Brothers (2001), Stalker (1979)]"
378,"[On the Beach (1959), Saving Face (2004), Cosmos, General, The (1926), Three Billboards Outside Ebbing, Missouri (2017), Black Mirror: White Christmas (2014), Adam's Rib (1949), North & South (2004), Autumn Sonata (Höstsonaten) (1978), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
379,"[Split (2017), Glory Road (2006), Thief (1981), Dangerous Beauty (1998), Babes in Toyland (1934), Shall We Dance (1937), Magnum Force (1973), Adam's Rib (1949), Intouchables (2011), Idiocracy (2006)]"
380,"[On the Beach (1959), Saving Face (2004), Senna (2010), Jetée, La (1962), Come and See (Idi i smotri) (1985), Andalusian Dog, An (Chien andalou, Un) (1929), Cosmos, My Wife is an Actress (Ma Femme est une Actrice) (2001), Emma (2009), Neon Genesis Evangelion: Death & Rebirth (Shin seiki Evangelion Gekijô-ban: Shito shinsei) (1997)]"
381,"[Reign Over Me (2007), Beautiful Thing (1996), Chungking Express (Chung Hing sam lam) (1994), Three Billboards Outside Ebbing, Missouri (2017), Strictly Sexual (2008), General, The (1926), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Saving Face (2004), Adam's Rib (1949), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962)]"
382,"[Saving Face (2004), On the Beach (1959), Adam's Rib (1949), Three Billboards Outside Ebbing, Missouri (2017), General, The (1926), Cosmos, Lady Jane (1986), Crossing Delancey (1988), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987)]"
383,"[Wallace & Gromit: The Best of Aardman Animation (1996), Dallas Buyers Club (2013), Hard Candy (2005), Thief (1981), Shall We Dance (1937), Saving Face (2004), Argo (2012), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Tea with Mussolini (1999), Great Escape, The (1963)]"
384,"[Lady Jane (1986), Crossing Delancey (1988), Safety Last! (1923), Impostors, The (1998), Truly, Madly, Deeply (1991), Adam's Rib (1949), Sophie Scholl: The Final Days (Sophie Scholl - Die letzten Tage) (2005), Moby Dick (1956), It Happened One Night (1934), Top Hat (1935)]"
385,"[On the Beach (1959), Jetée, La (1962), Andalusian Dog, An (Chien andalou, Un) (1929), Saving Face (2004), Come and See (Idi i smotri) (1985), Senna (2010), Black Mirror: White Christmas (2014), Neon Genesis Evangelion: The End of Evangelion (Shin seiki Evangelion Gekijô-ban: Air/Magokoro wo, kimi ni) (1997), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), Eddie Murphy Delirious (1983)]"
386,"[Come and See (Idi i smotri) (1985), Jetée, La (1962), Sullivan's Travels (1941), Man Bites Dog (C'est arrivé près de chez vous) (1992), World of Tomorrow (2015), Andalusian Dog, An (Chien andalou, Un) (1929), Match Factory Girl, The (Tulitikkutehtaan tyttö) (1990), Seve (2014), The Big Bus (1976), Frank (2014)]"
387,"[Best of Youth, The (La meglio gioventù) (2003), Burnt by the Sun (Utomlyonnye solntsem) (1994), The Artist (2011), Bad Boy Bubby (1993), Through a Glass Darkly (Såsom i en spegel) (1961), What's Up, Doc? (1972), Another Woman (1988), Autumn Sonata (Höstsonaten) (1978), Hour of the Wolf (Vargtimmen) (1968), All Watched Over by Machines of Loving Grace (2011)]"
388,"[Strictly Sexual (2008), Dune (2000), Ivan's Childhood (a.k.a. My Name is Ivan) (Ivanovo detstvo) (1962), What's Your Number? (2011), Stoning of Soraya M., The (2008), Wal-Mart: The High Cost of Low Price (2005), She's Out of My League (2010), Fired Up (2009), Babes in Toyland (1934), Adam's Rib (1949)]"
389,"[Saving Face (2004), Adam's Rib (1949), Strictly Sexual (2008), Anne of Green Gables: The Sequel (a.k.a. Anne of Avonlea) (1987), Anne of Green Gables (1985), Shall We Dance (1937), Top Hat (1935), Babes in Toyland (1934), Thief (1981), Stranger Than Paradise (1984)]"
390,"[Reign Over Me (2007), 9/11 (2002), Black Dynamite (2009), I, the Jury (1982), Chungking Express (Chung Hing sam lam) (1994), De platte jungle (1978), Blue Planet II (2017), Nasu: Summer in Andalusia (2003), Bitter Lake (2015), Watermark (2014)]"
391,"[Holy Mountain, The (Montaña sagrada, La) (1973), The Artist (2011), Dragon Ball Z the Movie: The Tree of Might (Doragon bôru Z 3: Chikyû marugoto chô kessen) (1990), Kind Hearts and Coronets (1949), Wages of Fear, The (Salaire de la peur, Le) (1953), Three Billboards Outside Ebbing, Missouri (2017), Lamerica (1994), Love and Death (1975), Dragon Ball Z: The History of Trunks (Doragon bôru Z: Zetsubô e no hankô!! Nokosareta chô senshi - Gohan to Torankusu) (1993), All About My Mother (Todo sobre mi madre) (1999)]"
392,"[Jackass Number Two (2006), Tadpole (2002), Kissing Jessica Stein (2001), Isle of Dogs (2018), Baby Driver (2017), Slap Shot (1977), Jackass 2.5 (2007), Burnt by the Sun (Utomlyonnye solntsem) (1994), Band of Brothers (2001), Separation, A (Jodaeiye Nader az Simin) (2011)]"
